,fips,margin
1059,21203,1.6991999999999998
1060,21205,1.21
1061,21207,1.6909
1062,21209,1.2485
1063,21211,1.2963
1064,21213,1.3673
1065,21215,1.5429
1066,21217,1.5124
1067,21219,1.5327
1068,21221,1.5011
1069,21223,1.5128
1070,21225,1.5224
1071,21227,1.168
1072,21229,1.4559
1073,21231,1.6201
1074,21233,1.5163
1075,21235,1.6522000000000001
1076,21237,1.4222
1077,21239,1.1204
1078,22001,1.6034000000000002
1079,22003,1.5572
1080,22005,1.3255000000000001
1081,22007,1.3061
1082,22009,1.4077
1083,22011,1.6744999999999999
1084,22013,1.1168
1085,22015,1.41
1086,22017,0.0676
1087,22019,1.3519
1088,22021,1.6784
1089,22023,1.8287
1090,22025,1.4677
1091,22027,1.1578
1092,22029,1.2688000000000001
1093,22031,1.2479
1094,22033,0.13050000000000006
1095,22035,0.27
1096,22037,1.1697
1097,22039,1.4474
1098,22041,1.4437
1099,22043,1.7409999999999999
1100,22045,1.3125
1101,22047,0.037099999999999966
1102,22049,1.426
1103,22051,1.1109
1104,22053,1.5535
1105,22055,1.2866
1106,22057,1.6025999999999998
1107,22059,1.811
1108,22061,1.1945999999999999
1109,22063,1.6995
1110,22065,0.15500000000000003
1111,22067,1.1352
1112,22069,1.1487
1113,22071,0.6816
1114,22073,1.2362
1115,22075,1.3631000000000002
1116,22077,1.2280000000000002
1117,22079,1.3205
1118,22081,1.1862
1119,22083,1.3403
1120,22085,1.6648
1121,22087,1.2849
1122,22089,1.2957999999999998
1123,22091,0.10270000000000001
1124,22093,0.04420000000000002
1125,22095,0.2820000000000001
1126,22097,1.1407999999999998
1127,22099,1.361
1128,22101,1.2914
1129,22103,1.4419
1130,22105,1.3281999999999998
1131,22107,0.05179999999999996
1132,22109,1.5004
1133,22111,1.5137
1134,22113,1.6193
1135,22115,1.649
1136,22117,1.3761
1137,22119,1.3105
1138,22121,1.1053000000000002
1139,22123,1.7139000000000002
1140,22125,1.2496999999999998
1141,22127,1.4941
1142,23001,1.028
1143,23003,1.2001
1144,23005,0.357
1145,23007,1.0393999999999999
1146,23009,0.12420000000000003
1147,23011,0.0025000000000000577
1148,23013,0.1993000000000001
1149,23015,0.10289999999999994
1150,23017,1.0878
1151,23019,1.0834
1152,23021,1.2650000000000001
1153,23023,0.15699999999999992
1154,23025,1.2337
1155,23027,0.04730000000000012
1156,23029,1.1978
1157,23031,0.1262000000000001
1158,24001,1.3827
1159,24003,0.14540000000000008
1160,24005,0.2705
1161,24009,1.0562
1162,24011,1.3285
1163,24013,1.2368
1164,24015,1.2662
1165,24017,0.4089
1166,24019,1.1193
1167,24021,0.09599999999999997
1168,24023,1.5586000000000002
1169,24025,1.1203
1170,24027,0.44259999999999994
1171,24029,0.012400000000000078
1172,24031,0.5965
1173,24033,0.8052999999999999
1174,24035,1.2651000000000001
1175,24037,1.1381999999999999
1176,24039,1.1477
1177,24041,0.005099999999999938
1178,24043,1.2093
1179,24045,1.0193999999999999
1180,24047,1.1897
1181,24510,0.7659
1182,25001,0.24409999999999998
1183,25003,0.4713000000000001
1184,25005,0.12000000000000005
1185,25007,0.5692000000000002
1186,25009,0.2905999999999999
1187,25011,0.44350000000000006
1188,25013,0.1771000000000001
1189,25015,0.4675999999999999
1190,25017,0.4519
1191,25019,0.45550000000000007
1192,25021,0.363
1193,25023,0.17370000000000008
1194,25025,0.6317
1195,25027,0.17839999999999995
1196,26001,1.3831
1197,26003,1.1871999999999998
1198,26005,1.2522
1199,26007,1.2759
1200,26009,1.2370999999999999
1201,26011,1.3569
1202,26013,1.2555
1203,26015,1.3247
1204,26017,1.1155000000000002
1205,26019,1.0914
